,author,title
9388,"Ebers, Georg",A Thorny Path — Volume 12
9389,"Ebers, Georg",A Thorny Path — Complete
9390,"Ebers, Georg",In the Fire of the Forge: A Romance of Old Nuremberg — Volume 01
9391,"Ebers, Georg",In the Fire of the Forge: A Romance of Old Nuremberg — Volume 02
9392,"Ebers, Georg",In the Fire of the Forge: A Romance of Old Nuremberg — Volume 03
9393,"Ebers, Georg",In the Fire of the Forge: A Romance of Old Nuremberg — Volume 04
9394,"Ebers, Georg",In the Fire of the Forge: A Romance of Old Nuremberg — Volume 05
9395,"Ebers, Georg",In the Fire of the Forge: A Romance of Old Nuremberg — Volume 06
9396,"Ebers, Georg",In the Fire of the Forge: A Romance of Old Nuremberg — Volume 07
9397,"Ebers, Georg",In the Fire of the Forge: A Romance of Old Nuremberg — Volume 08
9398,"Ebers, Georg",In the Fire of the Forge: A Romance of Old Nuremberg — Complete
9399,"Ebers, Georg",Margery (Gred): A Tale Of Old Nuremberg — Volume 01
9400,"Ebers, Georg",Margery (Gred): A Tale Of Old Nuremberg — Volume 02
9401,"Ebers, Georg",Margery (Gred): A Tale Of Old Nuremberg — Volume 03
9402,"Ebers, Georg",Margery (Gred): A Tale Of Old Nuremberg — Volume 04
9403,"Ebers, Georg",Margery (Gred): A Tale Of Old Nuremberg — Volume 05
9404,"Ebers, Georg",Margery (Gred): A Tale Of Old Nuremberg — Volume 06
9405,"Ebers, Georg",Margery (Gred): A Tale Of Old Nuremberg — Volume 07
9406,"Ebers, Georg",Margery (Gred): A Tale Of Old Nuremberg — Volume 08
9407,"Ebers, Georg",Margery (Gred): A Tale Of Old Nuremberg — Complete
9408,"Ebers, Georg",Barbara Blomberg — Volume 01
9409,"Ebers, Georg",Barbara Blomberg — Volume 02
9410,"Ebers, Georg",Barbara Blomberg — Volume 03
9411,"Ebers, Georg",Barbara Blomberg — Volume 04
9412,"Ebers, Georg",Barbara Blomberg — Volume 05
9413,"Ebers, Georg",Barbara Blomberg — Volume 06
9414,"Ebers, Georg",Barbara Blomberg — Volume 07
9415,"Ebers, Georg",Barbara Blomberg — Volume 08
9416,"Ebers, Georg",Barbara Blomberg — Volume 09
9417,"Ebers, Georg",Barbara Blomberg — Volume 10
9418,"Ebers, Georg",Barbara Blomberg — Complete
9419,"Ebers, Georg","A Word, Only a Word — Volume 01"
9420,"Ebers, Georg","A Word, Only a Word — Volume 02"
9421,"Ebers, Georg","A Word, Only a Word — Volume 03"
9422,"Ebers, Georg","A Word, Only a Word — Volume 04"
9423,"Ebers, Georg","A Word, Only a Word — Volume 05"
9424,"Ebers, Georg","A Word, Only a Word — Complete"
9425,"Ebers, Georg",The Burgomaster's Wife — Volume 01
9426,"Ebers, Georg",The Burgomaster's Wife — Volume 02
9427,"Ebers, Georg",The Burgomaster's Wife — Volume 03
9428,"Ebers, Georg",The Burgomaster's Wife — Volume 04
9429,"Ebers, Georg",The Burgomaster's Wife — Volume 05
9430,"Ebers, Georg",The Burgomaster's Wife — Complete
9431,"Ebers, Georg",In the Blue Pike — Volume 01
9432,"Ebers, Georg",In the Blue Pike — Volume 02
9433,"Ebers, Georg",In the Blue Pike — Volume 03
9434,"Ebers, Georg",In the Blue Pike — Complete
9435,"Ebers, Georg",A Question
9436,"Ebers, Georg",The Elixir
9437,"Ebers, Georg",The Greylock: A Fairy Tale
9438,"Ebers, Georg",The Complete Short Works of Georg Ebers
9439,"Ebers, Georg",The Story of My Life — Volume 01
9440,"Ebers, Georg",The Story of My Life — Volume 02
9441,"Ebers, Georg",The Story of My Life — Volume 03
9442,"Ebers, Georg",The Story of My Life — Volume 04
9443,"Ebers, Georg",The Story of My Life — Volume 05
9444,"Ebers, Georg",The Story of My Life — Volume 06
9445,"Ebers, Georg",The Story of My Life — Complete
9446,"Ebers, Georg",The Historical Romances of Georg Ebers
9447,"Ebers, Georg",Quotations from Georg Ebers
9448,"Merwin, Samuel",The Road to Frontenac
9449,"Merwin, Samuel",Calumet 'K'
9450,"Merwin, Samuel",Drugging a Nation: The Story of China and the Opium Curse
9451,"Merwin, Samuel",The Merry Anne
9452,"Merwin, Samuel","Henry Is Twenty: A Further Episodic History of Henry Calverly, 3rd"
9453,"Merwin, Samuel",In Red and Gold
9454,"Merwin, Samuel",The Trufflers: A Story
9455,"Merwin, Samuel",Anthony the Absolute
9456,"Merwin, Samuel",Hills of Han: A Romantic Incident
9457,"Merwin, Samuel",The Whip Hand: A Tale of the Pine Country
9458,"Merwin, Samuel",His Little World: The Story of Hunch Badeau
9459,"Saltus, Edgar",The Paliser case
9460,"Saltus, Edgar",Mary Magdalen: A Chronicle
9461,"Saltus, Edgar",The Lords of the Ghostland: A History of the Ideal
9462,"Saltus, Edgar",Eden: An Episode
9463,"Saltus, Edgar","Historia Amoris: A History of Love, Ancient and Modern"
9464,"Saltus, Edgar",The Truth About Tristrem Varick: A Novel
9465,"Saltus, Edgar","A Transient Guest, and Other Episodes"
9466,"Saltus, Edgar",The Perfume of Eros: A Fifth Avenue Incident
9467,"Saltus, Edgar",The Pace That Kills: A Chronicle
9468,"Saltus, Edgar",The Philosophy of Disenchantment
9469,"Saltus, Edgar",Balzac
9470,"Saltus, Edgar",Mr. Incoul's Misadventure
9471,"Saltus, Edgar",The Monster
9472,"Stephens, Ann S. (Ann Sophia)","The Old Countess; or, The Two Proposals"
9473,"Stephens, Ann S. (Ann Sophia)",A Noble Woman
9474,"Stephens, Ann S. (Ann Sophia)",Phemie Frost's Experiences
9475,"Stephens, Ann S. (Ann Sophia)",Mabel's Mistake
9476,"Stephens, Ann S. (Ann Sophia)",The Gold Brick
9477,"Stephens, Ann S. (Ann Sophia)",Silent Struggles
9478,"Stephens, Ann S. (Ann Sophia)","Wives and Widows; or, The Broken Life"
9479,"Stephens, Ann S. (Ann Sophia)",Norston's Rest
9480,"Stephens, Ann S. (Ann Sophia)","High Life in New York: A series of letters to Mr. Zephariah Slick, Justice of the Peace, and Deacon of the church over to Weathersfield in the state of Connecticut"
9481,"Stephens, Ann S. (Ann Sophia)",Fashion and Famine
9482,"Stephens, Ann S. (Ann Sophia)","Sybil Chase; or, The Valley Ranche: A Tale of California Life"
9483,"Stephens, Ann S. (Ann Sophia)",The Old Homestead
9484,"Ritchie, J. Ewing (James Ewing)",East Anglia: Personal Recollections and Historical Associations
9485,"Ritchie, J. Ewing (James Ewing)",The London Pulpit
9486,"Ritchie, J. Ewing (James Ewing)",Here and There in London
9487,"Ritchie, J. Ewing (James Ewing)",About London
9488,"Ritchie, J. Ewing (James Ewing)",The Night Side of London
9489,"Ritchie, J. Ewing (James Ewing)",Christopher Crayon's Recollections: The Life and Times of the late James Ewing Ritchie as told by himself
9490,"Ritchie, J. Ewing (James Ewing)",The Religious Life of London
9491,"Ritchie, J. Ewing (James Ewing)","The Cruise of the Elena; Or, Yachting in the Hebrides"
9492,"Ritchie, J. Ewing (James Ewing)",Cities of the Dawn: Naples - Athens - Pompeii - Constantinople - Smyrna - Jaffa - Jerusalem - Alexandria - Cairo - Marseilles - Avignon - Lyons - Dijon
9493,"Ritchie, J. Ewing (James Ewing)",The Real Gladstone: An Anecdotal Biography
9494,"Ritchie, J. Ewing (James Ewing)","Days and Nights in London; Or, Studies in Black and Gray"
9495,"Ritchie, J. Ewing (James Ewing)","Crying for the Light; Or, Fifty Years Ago. Vol. 1 [of 3]"
9496,"Ritchie, J. Ewing (James Ewing)","Crying for the Light; Or, Fifty Years Ago. Vol. 2 [of 3]"
9497,"Ritchie, J. Ewing (James Ewing)","Crying for the Light; Or, Fifty Years Ago. Vol. 3 [of 3]"
9498,"Ritchie, J. Ewing (James Ewing)",Pictures of Canadian Life: A Record of Actual Experiences
9499,"Ritchie, J. Ewing (James Ewing)",Thoughts on Slavery and Cheap Sugar: A Letter to the Members and Friends of the British and Foreign Anti-Slavery Society
9500,"Ritchie, J. Ewing (James Ewing)",Some of Our East Coast Towns
9501,"Ritchie, J. Ewing (James Ewing)",Imperialism in South Africa
9502,"Miller, Alex. McVeigh, Mrs.","Dainty's Cruel Rivals; Or, The Fatal Birthday"
9503,"Miller, Alex. McVeigh, Mrs.",Little Nobody
9504,"Miller, Alex. McVeigh, Mrs.",Lancaster's Choice
9505,"Miller, Alex. McVeigh, Mrs.","Countess Vera; or, The Oath of Vengeance"
9506,"Miller, Alex. McVeigh, Mrs.","Laurel Vane; or, The Girls' Conspiracy"
9507,"Miller, Alex. McVeigh, Mrs.","My Pretty Maid; or, Liane Lester"
9508,"Miller, Alex. McVeigh, Mrs.",The Senator's Bride
9509,"Miller, Alex. McVeigh, Mrs.",An Old Man's Darling
9510,"Miller, Alex. McVeigh, Mrs.",The Senator's Favorite
9511,"Miller, Alex. McVeigh, Mrs.",Jaquelina
9512,"Miller, Alex. McVeigh, Mrs.","Flower and Jewel; or, Daisy Forrest's Daughter"
9513,"Heyse, Paul",L'Arrabiata and Other Tales
9514,"Heyse, Paul",The Children of the World
9515,"Heyse, Paul",In Paradise: A Novel. Vol. I.
9516,"Heyse, Paul",In Paradise: A Novel. Vol. II
9517,"Heyse, Paul","Barbarossa, and Other Tales"
9518,"Heyse, Paul",At the Ghost Hour. The House of the Unbelieving Thomas
9519,"Heyse, Paul",The Romance of the Canoness: A Life-History
9520,"Heyse, Paul","The Dead Lake, and Other Tales"
9521,"Heyse, Paul",A Divided Heart and Other Stories
9522,"Heyse, Paul",Four Phases of Love
9523,"Bowen, Robert Sidney",Dave Dawson at Casablanca
9524,"Bowen, Robert Sidney",Dave Dawson at Dunkirk
9525,"Bowen, Robert Sidney",Dave Dawson on Guadalcanal
9526,"Bowen, Robert Sidney",Dave Dawson with the Pacific Fleet
9527,"Bowen, Robert Sidney",Dave Dawson with the Flying Tigers
9528,"Bowen, Robert Sidney",Dave Dawson in Libya
9529,"Bowen, Robert Sidney","Dave Dawson, Flight Lieutenant"
9530,"Bowen, Robert Sidney",Dave Dawson with the Eighth Air Force
9531,"Bowen, Robert Sidney",Dave Dawson at Singapore
9532,"Bowen, Robert Sidney",Dave Dawson on Convoy Patrol
9533,"Bowen, Robert Sidney",Dave Dawson with the Air Corps
9534,"Woolson, Constance Fenimore",Anne: A Novel
9535,"Woolson, Constance Fenimore",East Angels: A Novel
9536,"Woolson, Constance Fenimore","Mentone, Cairo, and Corfu"
9537,"Woolson, Constance Fenimore",Rodman the Keeper: Southern Sketches
9538,"Woolson, Constance Fenimore",Jupiter Lights
9539,"Woolson, Constance Fenimore","The Front Yard, and Other Italian Stories"
9540,"Woolson, Constance Fenimore",For the Major: A Novelette
9541,"Woolson, Constance Fenimore",Solomon
9542,"Woolson, Constance Fenimore",Horace Chase
9543,"Woolson, Constance Fenimore","Dorothy, and Other Italian Stories"
9544,"Woolson, Constance Fenimore",The Ancient City
9545,"Woolson, Constance Fenimore","Two Women, 1862; a Poem"
9546,"Woolson, Constance Fenimore",Castle Nowhere
9547,"Woolson, Constance Fenimore",The Old Stone House
9548,"Howard, Robert E. (Robert Ervin)",Red Nails
9549,"Howard, Robert E. (Robert Ervin)",Queen of the Black Coast
9550,"Howard, Robert E. (Robert Ervin)",Shadows in the Moonlight
9551,"Howard, Robert E. (Robert Ervin)",Shadows in Zamboula
9552,"Howard, Robert E. (Robert Ervin)",The Devil in Iron
9553,"Howard, Robert E. (Robert Ervin)",A Witch Shall Be Born
9554,"Howard, Robert E. (Robert Ervin)",Jewels of Gwahlur
9555,"Howard, Robert E. (Robert Ervin)",The Hour of the Dragon
9556,"Howard, Robert E. (Robert Ervin)",Beyond the Black River
9557,"Howard, Robert E. (Robert Ervin)",The People of the Black Circle
9558,"Bloundelle-Burton, John",In the Day of Adversity
9559,"Bloundelle-Burton, John",Across the Salt Seas: A Romance of the War of Succession
9560,"Bloundelle-Burton, John",The Silent Shore: A Romance
9561,"Bloundelle-Burton, John",The Hispaniola Plate (1683-1893)
9562,"Bloundelle-Burton, John",The Seafarers
9563,"Bloundelle-Burton, John",Clash of Arms: A Romance
9564,"Bloundelle-Burton, John",Traitor and True: A Romance
9565,"Bloundelle-Burton, John",Denounced: A Romance
9566,"Bloundelle-Burton, John",The Scourge of God: A Romance of Religious Persecution
9567,"Bloundelle-Burton, John",Fortune's My Foe: A Romance
9568,"Bloundelle-Burton, John",A Bitter Heritage: A Modern Story of Love and Adventure
9569,"Bloundelle-Burton, John",The Land of Bondage: A Romance
9570,"Bloundelle-Burton, John",Servants of Sin: A Romance
9571,"Bloundelle-Burton, John",The Sword of Gideon
9572,"Sudermann, Hermann",The Wish: A Novel
9573,"Sudermann, Hermann","Regina, or the Sins of the Fathers"
9574,"Sudermann, Hermann",The Undying Past
9575,"Sudermann, Hermann",Magda: A Play in Four Acts
9576,"Sudermann, Hermann",The Joy of Living (Es lebe das Leben): A Play in Five Acts
9577,"Sudermann, Hermann",Fires of St. John: A Drama in Four Acts
9578,"Sudermann, Hermann",Honor: A Play in Four Acts
9579,"Sudermann, Hermann",Iolanthe's Wedding
9580,"Sudermann, Hermann",Morituri: Three One-Act Plays: Teja—Fritzchen—The Eternal Masculine
9581,"Sudermann, Hermann",Roses: Four One-Act Plays: Streaks of Light—The Last Visit—Margot—The Far-away Princess
9582,"Sudermann, Hermann",The Song of Songs
9583,"Sudermann, Hermann",John the Baptist: A Play
9584,"Sudermann, Hermann",The Silent Mill
9585,"Sudermann, Hermann",Dame Care
9586,"Sudermann, Hermann",The Indian Lily and Other Stories
9587,"Wirt, Mildred A. (Mildred Augustine)",Ghost Beyond the Gate
9588,"Wirt, Mildred A. (Mildred Augustine)",The Clock Strikes Thirteen
9589,"Wirt, Mildred A. (Mildred Augustine)",The Cry at Midnight
9590,"Wirt, Mildred A. (Mildred Augustine)",Danger at the Drawbridge
9591,"Wirt, Mildred A. (Mildred Augustine)","The Missing Formula: Madge Sterling Series, #1"
9592,"Wirt, Mildred A. (Mildred Augustine)","The Secret of the Sundial: Madge Sterling Series, #3"
9593,"Wirt, Mildred A. (Mildred Augustine)","The Deserted Yacht: Madge Sterling Series, #2"
9594,"Wirt, Mildred A. (Mildred Augustine)",The Brownie Scouts in the Cherry Festival
9595,"Wirt, Mildred A. (Mildred Augustine)",The Brownie Scouts at Silver Beach
9596,"Wirt, Mildred A. (Mildred Augustine)",The Brownie Scouts at Snow Valley
9597,"Wirt, Mildred A. (Mildred Augustine)",The Brownie Scouts in the Circus
9598,"Wirt, Mildred A. (Mildred Augustine)",The Brownie Scouts at Windmill Farm
9599,"Wirt, Mildred A. (Mildred Augustine)",The Brownie Scouts and Their Tree House
9600,"Harper, Charles G. (Charles George)",The Dover Road: Annals of an Ancient Turnpike
9601,"Harper, Charles G. (Charles George)","The Bath Road: History, Fashion, & Frivolity on an Old Highway"
9602,"Harper, Charles G. (Charles George)",The Brighton Road: The Classic Highway to the South
9603,"Harper, Charles G. (Charles George)",The Portsmouth Road and Its Tributaries: To-Day and in Days of Old
9604,"Harper, Charles G. (Charles George)","The Great North Road, the Old Mail Road to Scotland: London to York"
9605,"Harper, Charles G. (Charles George)",The Hardy Country: Literary landmarks of the Wessex Novels
9606,"Harper, Charles G. (Charles George)","The Great North Road, the Old Mail Road to Scotland: York to Edinburgh"
9607,"Harper, Charles G. (Charles George)","The Cornish Coast (South), and the Isles of Scilly"
9608,"Harper, Charles G. (Charles George)","Half-hours with the Highwaymen - Vol 1: Picturesque Biographies and Traditions of the ""Knights of the Road"""
9609,"Harper, Charles G. (Charles George)","Half-hours with the Highwaymen - Vol 2: Picturesque Biographies and Traditions of the ""Knights of the Road"""
9610,"Harper, Charles G. (Charles George)",The Exeter Road: the story of the west of England highway
9611,"Harper, Charles G. (Charles George)","Thames Valley Villages, Volume 1 (of 2)"
9612,"Harper, Charles G. (Charles George)","Thames Valley Villages, Volume 2 (of 2)"
9613,"Harper, Charles G. (Charles George)","The Manchester and Glasgow Road, Volume 1 (of 2): This Way to Gretna Green"
9614,"Harper, Charles G. (Charles George)",The South Devon Coast
9615,"Harper, Charles G. (Charles George)","The Manchester and Glasgow Road, Volume 2 (of 2): This Way to Gretna Green"
9616,"Harper, Charles G. (Charles George)","Revolted Woman: Past, present, and to come"
9617,"Harper, Charles G. (Charles George)",Wessex
9618,"Harper, Charles G. (Charles George)","Stage-coach and Mail in Days of Yore, Volume 1 (of 2): A picturesque history of the coaching age"
9619,"Harper, Charles G. (Charles George)","Stage-coach and Mail in Days of Yore, Volume 2 (of 2): A picturesque history of the coaching age"
9620,"Harper, Charles G. (Charles George)",The Holyhead Road: The Mail-coach Road to Dublin. Vol. 1
9621,"Harper, Charles G. (Charles George)",Cycle Rides Round London
9622,"Harper, Charles G. (Charles George)",The North Devon Coast
9623,"Harper, Charles G. (Charles George)",The Holyhead Road: The Mail-coach Road to Dublin. Vol. 2
9624,"Harper, Charles G. (Charles George)",The Kentish Coast
9625,"Harper, Charles G. (Charles George)",From Paddington to Penzance: The record of a summer tramp from London to the Land's End
9626,"Harper, Charles G. (Charles George)","The Hastings Road and the ""Happy Springs of Tunbridge"""
9627,"Harper, Charles G. (Charles George)",The Somerset Coast
